Año;Mes;Producto;Variante del producto;SKU;GENERO;COLOR;TALLA;tienda / ubicación;Cant. ordenada
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA155TM] SHORT PLAYA ESTAMPADO CAB (PLAYUELA, M);SHOSUCA155TM;CAB;PLAYUELA;M;La Vela;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI29T8] SHORT PLAYA KIDS (Gris Azulado, 8);SHOUNKI29T8;KIDS;Gris Azulado;8;La Vela;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI170T8] SHORT PLAYA KIDS (Cereza, 8);SHOUNKI170T8;KIDS;Cereza;8;La Vela;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI186T12] SHORT PLAYA KIDS (Azul Verdoso, 12);SHOUNKI186T12;KIDS;Azul Verdoso;12;Sambil Chacao ;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA156TL] SHORT PLAYA ESTAMPADO CAB (TUCUPIDO, L);SHOSUCA156TL;CAB;TUCUPIDO;L;La Grieta;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA170TL] SHORT PLAYA CAB (Cereza, L);SHOUNCA170TL;CAB;Cereza;L;La Vela;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUKI154T8] SHORT PLAYA ESTAMPADO KIDS (SOMBRERO, 8);SHOSUKI154T8;KIDS;SOMBRERO;8;Pedidos;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA38TL] SHORT PLAYA CAB (Marron, L);SHOUNCA38TL;CAB;Marron;L;Grandplaz ;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHPEUNCA211TXL] SHORT PLAYA ESTAMPADO CAB (SANTA TERESA, XL);SHPEUNCA211TXL;CAB;SANTA TERESA;XL;Pedidos;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHPEUNCA211TL] SHORT PLAYA ESTAMPADO CAB (SANTA TERESA, L);SHPEUNCA211TL;CAB;SANTA TERESA;L;Pedidos;3
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHPEUNCA211TS] SHORT PLAYA ESTAMPADO CAB (SANTA TERESA, S);SHPEUNCA211TS;CAB;SANTA TERESA;S;Pedidos;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHPEUNCA211TM] SHORT PLAYA ESTAMPADO CAB (SANTA TERESA, M);SHPEUNCA211TM;CAB;SANTA TERESA;M;Pedidos;4
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUKI107T12] SHORT PLAYA ESTAMPADO KIDS (Honey, 12);SHOSUKI107T12;KIDS;Honey;12;Cerro Verde ;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUKI153T12] SHORT PLAYA ESTAMPADO KIDS (SAL, 12);SHOSUKI153T12;KIDS;SAL;12;Cerro Verde ;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUKI156T12] SHORT PLAYA ESTAMPADO KIDS (TUCUPIDO, 12);SHOSUKI156T12;KIDS;TUCUPIDO;12;Cerro Verde ;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA156TM] SHORT PLAYA ESTAMPADO CAB (TUCUPIDO, M);SHOSUCA156TM;CAB;TUCUPIDO;M;Cerro Verde ;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUKI156T10] SHORT PLAYA ESTAMPADO KIDS (TUCUPIDO, 10);SHOSUKI156T10;KIDS;TUCUPIDO;10;Cerro Verde ;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA186TXL] SHORT PLAYA CAB (Azul Verdoso, XL);SHOUNCA186TXL;CAB;Azul Verdoso;XL;La Vela;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA186TL] SHORT PLAYA CAB (Azul Verdoso, L);SHOUNCA186TL;CAB;Azul Verdoso;L;La Vela;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUKI156T14] SHORT PLAYA ESTAMPADO KIDS (TUCUPIDO, 14);SHOSUKI156T14;KIDS;TUCUPIDO;14;Sambil Valencia;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA153TM] SHORT PLAYA ESTAMPADO CAB (SAL, M);SHOSUCA153TM;CAB;SAL;M;La Grieta;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA38TL] SHORT PLAYA CAB (Marron, L);SHOUNCA38TL;CAB;Marron;L;La Vela;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI170T14] SHORT PLAYA KIDS (Cereza, 14);SHOUNKI170T14;KIDS;Cereza;14;La Vela;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI69T14] SHORT PLAYA KIDS (Verde Pino, 14);SHOUNKI69T14;KIDS;Verde Pino;14;La Vela;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA69TM] SHORT PLAYA CAB (Verde Pino, M);SHOUNCA69TM;CAB;Verde Pino;M;La Vela;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA186TXL] SHORT PLAYA CAB (Azul Verdoso, XL);SHOUNCA186TXL;CAB;Azul Verdoso;XL;La Vela;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI13T8] SHORT PLAYA KIDS (Azul Rey, 8);SHOUNKI13T8;KIDS;Azul Rey;8;Tolon;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI50T8] SHORT PLAYA KIDS (Rojo, 8);SHOUNKI50T8;KIDS;Rojo;8;Tolon;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA187TL] SHORT PLAYA CAB (Azul Pizarra, L);SHOUNCA187TL;CAB;Azul Pizarra;L;La Grieta;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI69T2] SHORT PLAYA KIDS (Verde Pino, 2);SHOUNKI69T2;KIDS;Verde Pino;2;Sambil Chacao ;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA69T2XL] SHORT PLAYA CAB (Verde Pino, 2XL);SHOUNCA69T2XL;CAB;Verde Pino;2XL;Sambil Chacao ;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA170TM] SHORT PLAYA CAB (Cereza, M);SHOUNCA170TM;CAB;Cereza;M;Sambil Valencia;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA156TXL] SHORT PLAYA ESTAMPADO CAB (TUCUPIDO, XL);SHOSUCA156TXL;CAB;TUCUPIDO;XL;La Vela;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI186T10] SHORT PLAYA KIDS (Azul Verdoso, 10);SHOUNKI186T10;KIDS;Azul Verdoso;10;Tolon;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA38TM] SHORT PLAYA CAB (Marron, M);SHOUNCA38TM;CAB;Marron;M;La Vela;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA69TL] SHORT PLAYA CAB (Verde Pino, L);SHOUNCA69TL;CAB;Verde Pino;L;Cerro Verde ;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA187TM] SHORT PLAYA CAB (Azul Pizarra, M);SHOUNCA187TM;CAB;Azul Pizarra;M;Sambil Chacao ;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA170TM] SHORT PLAYA CAB (Cereza, M);SHOUNCA170TM;CAB;Cereza;M;Sambil Chacao ;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI50T8] SHORT PLAYA KIDS (Rojo, 8);SHOUNKI50T8;KIDS;Rojo;8;Cerro Verde ;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI29T8] SHORT PLAYA KIDS (Gris Azulado, 8);SHOUNKI29T8;KIDS;Gris Azulado;8;Cerro Verde ;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI01T10] SHORT PLAYA KIDS (Aguamarina, 10);SHOUNKI01T10;KIDS;Aguamarina;10;Tolon;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI29T10] SHORT PLAYA KIDS (Gris Azulado, 10);SHOUNKI29T10;KIDS;Gris Azulado;10;Tolon;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA156TL] SHORT PLAYA ESTAMPADO CAB (TUCUPIDO, L);SHOSUCA156TL;CAB;TUCUPIDO;L;La Grieta;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA69TXL] SHORT PLAYA CAB (Verde Pino, XL);SHOUNCA69TXL;CAB;Verde Pino;XL;Sambil Chacao ;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA170TXL] SHORT PLAYA CAB (Cereza, XL);SHOUNCA170TXL;CAB;Cereza;XL;Sambil Valencia;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA186TL] SHORT PLAYA CAB (Azul Verdoso, L);SHOUNCA186TL;CAB;Azul Verdoso;L;La Vela;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA186TL] SHORT PLAYA CAB (Azul Verdoso, L);SHOUNCA186TL;CAB;Azul Verdoso;L;Sambil Valencia;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA186TM] SHORT PLAYA CAB (Azul Verdoso, M);SHOUNCA186TM;CAB;Azul Verdoso;M;La Grieta;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA187TL] SHORT PLAYA CAB (Azul Pizarra, L);SHOUNCA187TL;CAB;Azul Pizarra;L;Sambil Valencia;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA155TM] SHORT PLAYA ESTAMPADO CAB (PLAYUELA, M);SHOSUCA155TM;CAB;PLAYUELA;M;Sambil Valencia;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA170TM] SHORT PLAYA CAB (Cereza, M);SHOUNCA170TM;CAB;Cereza;M;Sambil Valencia;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA186TL] SHORT PLAYA CAB (Azul Verdoso, L);SHOUNCA186TL;CAB;Azul Verdoso;L;La Vela;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA153TS] SHORT PLAYA ESTAMPADO CAB (SAL, S);SHOSUCA153TS;CAB;SAL;S;La Grieta;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA156TS] SHORT PLAYA ESTAMPADO CAB (TUCUPIDO, S);SHOSUCA156TS;CAB;TUCUPIDO;S;La Grieta;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA69TL] SHORT PLAYA CAB (Verde Pino, L);SHOUNCA69TL;CAB;Verde Pino;L;Cerro Verde ;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA156TM] SHORT PLAYA ESTAMPADO CAB (TUCUPIDO, M);SHOSUCA156TM;CAB;TUCUPIDO;M;Sambil Valencia;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA69TM] SHORT PLAYA CAB (Verde Pino, M);SHOUNCA69TM;CAB;Verde Pino;M;Sambil Valencia;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA156TS] SHORT PLAYA ESTAMPADO CAB (TUCUPIDO, S);SHOSUCA156TS;CAB;TUCUPIDO;S;Sambil Valencia;-1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA69TS] SHORT PLAYA CAB (Verde Pino, S);SHOUNCA69TS;CAB;Verde Pino;S;Sambil Valencia;-1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI01T12] SHORT PLAYA KIDS (Aguamarina, 12);SHOUNKI01T12;KIDS;Aguamarina;12;Cerro Verde ;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUKI156T2] SHORT PLAYA ESTAMPADO KIDS (TUCUPIDO, 2);SHOSUKI156T2;KIDS;TUCUPIDO;2;Cerro Verde ;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA155TS] SHORT PLAYA ESTAMPADO CAB (PLAYUELA, S);SHOSUCA155TS;CAB;PLAYUELA;S;Cerro Verde ;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUKI155T14] SHORT PLAYA ESTAMPADO KIDS (PLAYUELA, 14);SHOSUKI155T14;KIDS;PLAYUELA;14;Cerro Verde ;-1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA170TL] SHORT PLAYA CAB (Cereza, L);SHOUNCA170TL;CAB;Cereza;L;Sambil Chacao ;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI01T6] SHORT PLAYA KIDS (Aguamarina, 6);SHOUNKI01T6;KIDS;Aguamarina;6;Cerro Verde ;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUKI153T8] SHORT PLAYA ESTAMPADO KIDS (SAL, 8);SHOSUKI153T8;KIDS;SAL;8;Cerro Verde ;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA153TM] SHORT PLAYA ESTAMPADO CAB (SAL, M);SHOSUCA153TM;CAB;SAL;M;Sambil Chacao ;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUKI154T12] SHORT PLAYA ESTAMPADO KIDS (SOMBRERO, 12);SHOSUKI154T12;KIDS;SOMBRERO;12;La Vela;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA153TXL] SHORT PLAYA ESTAMPADO CAB (SAL, XL);SHOSUCA153TXL;CAB;SAL;XL;Cerro Verde ;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA154TL] SHORT PLAYA ESTAMPADO CAB (SOMBRERO, L);SHOSUCA154TL;CAB;SOMBRERO;L;La Grieta;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA155TM] SHORT PLAYA ESTAMPADO CAB (PLAYUELA, M);SHOSUCA155TM;CAB;PLAYUELA;M;La Grieta;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA155T2XL] SHORT PLAYA ESTAMPADO CAB (PLAYUELA, 2XL);SHOSUCA155T2XL;CAB;PLAYUELA;2XL;Sambil Valencia;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA170T2XL] SHORT PLAYA CAB (Cereza, 2XL);SHOUNCA170T2XL;CAB;Cereza;2XL;La Grieta;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA187TM] SHORT PLAYA CAB (Azul Pizarra, M);SHOUNCA187TM;CAB;Azul Pizarra;M;La Grieta;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI50T14] SHORT PLAYA KIDS (Rojo, 14);SHOUNKI50T14;KIDS;Rojo;14;Sambil Chacao ;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI29T12] SHORT PLAYA KIDS (Gris Azulado, 12);SHOUNKI29T12;KIDS;Gris Azulado;12;Sambil Chacao ;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA187T2XL] SHORT PLAYA CAB (Azul Pizarra, 2XL);SHOUNCA187T2XL;CAB;Azul Pizarra;2XL;La Vela;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA38TL] SHORT PLAYA CAB (Marron, L);SHOUNCA38TL;CAB;Marron;L;La Vela;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA170TL] SHORT PLAYA CAB (Cereza, L);SHOUNCA170TL;CAB;Cereza;L;La Vela;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA153TS] SHORT PLAYA ESTAMPADO CAB (SAL, S);SHOSUCA153TS;CAB;SAL;S;Cerro Verde ;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI12T8] SHORT PLAYA KIDS (Azul Marino, 8);SHOUNKI12T8;KIDS;Azul Marino;8;Cerro Verde ;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA69TL] SHORT PLAYA CAB (Verde Pino, L);SHOUNCA69TL;CAB;Verde Pino;L;La Vela;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA38TM] SHORT PLAYA CAB (Marron, M);SHOUNCA38TM;CAB;Marron;M;La Vela;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA156TXL] SHORT PLAYA ESTAMPADO CAB (TUCUPIDO, XL);SHOSUCA156TXL;CAB;TUCUPIDO;XL;Tolon;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUKI154T10] SHORT PLAYA ESTAMPADO KIDS (SOMBRERO, 10);SHOSUKI154T10;KIDS;SOMBRERO;10;Cerro Verde ;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUKI156T10] SHORT PLAYA ESTAMPADO KIDS (TUCUPIDO, 10);SHOSUKI156T10;KIDS;TUCUPIDO;10;Cerro Verde ;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA154TXL] SHORT PLAYA ESTAMPADO CAB (SOMBRERO, XL);SHOSUCA154TXL;CAB;SOMBRERO;XL;La Grieta;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI50T6] SHORT PLAYA KIDS (Rojo, 6);SHOUNKI50T6;KIDS;Rojo;6;Grandplaz ;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA170T3XL] SHORT PLAYA CAB (Cereza, 3XL);SHOUNCA170T3XL;CAB;Cereza;3XL;Sambil Valencia;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUKI153T6] SHORT PLAYA ESTAMPADO KIDS (SAL, 6);SHOSUKI153T6;KIDS;SAL;6;Sambil Valencia;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI50T14] SHORT PLAYA KIDS (Rojo, 14);SHOUNKI50T14;KIDS;Rojo;14;Sambil Chacao ;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUKI156T14] SHORT PLAYA ESTAMPADO KIDS (TUCUPIDO, 14);SHOSUKI156T14;KIDS;TUCUPIDO;14;Sambil Chacao ;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA153TL] SHORT PLAYA ESTAMPADO CAB (SAL, L);SHOSUCA153TL;CAB;SAL;L;La Vela;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUKI154T12] SHORT PLAYA ESTAMPADO KIDS (SOMBRERO, 12);SHOSUKI154T12;KIDS;SOMBRERO;12;Sambil Valencia;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUKI153T12] SHORT PLAYA ESTAMPADO KIDS (SAL, 12);SHOSUKI153T12;KIDS;SAL;12;Sambil Valencia;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA156TXL] SHORT PLAYA ESTAMPADO CAB (TUCUPIDO, XL);SHOSUCA156TXL;CAB;TUCUPIDO;XL;La Vela;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA155TL] SHORT PLAYA ESTAMPADO CAB (PLAYUELA, L);SHOSUCA155TL;CAB;PLAYUELA;L;La Vela;-1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA153TM] SHORT PLAYA ESTAMPADO CAB (SAL, M);SHOSUCA153TM;CAB;SAL;M;La Vela;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA153TL] SHORT PLAYA ESTAMPADO CAB (SAL, L);SHOSUCA153TL;CAB;SAL;L;La Grieta;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUKI153T4] SHORT PLAYA ESTAMPADO KIDS (SAL, 4);SHOSUKI153T4;KIDS;SAL;4;La Grieta;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUKI153T6] SHORT PLAYA ESTAMPADO KIDS (SAL, 6);SHOSUKI153T6;KIDS;SAL;6;Sambil Valencia;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUCA153TS] SHORT PLAYA ESTAMPADO CAB (SAL, S);SHOSUCA153TS;CAB;SAL;S;Sambil Valencia;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUKI153T1] SHORT PLAYA ESTAMPADO KIDS (SAL, 1);SHOSUKI153T1;KIDS;SAL;1;Sambil Valencia;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA170TXL] SHORT PLAYA CAB (Cereza, XL);SHOUNCA170TXL;CAB;Cereza;XL;Sambil Valencia;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA69TM] SHORT PLAYA CAB (Verde Pino, M);SHOUNCA69TM;CAB;Verde Pino;M;La Vela;1
2026;AGOSTO;SHORT PLAYA ESTAMPADO;[SHOSUKI153T12] SHORT PLAYA ESTAMPADO KIDS (SAL, 12);SHOSUKI153T12;KIDS;SAL;12;Sambil Chacao ;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI68T14] SHORT PLAYA KIDS (Verde Oliva, 14);SHOUNKI68T14;KIDS;Verde Oliva;14;Sambil Chacao ;1
2026;AGOSTO;SHORT PLAYA;[SHOUNKI33T12] SHORT PLAYA KIDS (Kaki, 12);SHOUNKI33T12;KIDS;Kaki;12;Sambil Chacao ;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA170TM] SHORT PLAYA CAB (Cereza, M);SHOUNCA170TM;CAB;Cereza;M;Cerro Verde ;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA69T2XL] SHORT PLAYA CAB (Verde Pino, 2XL);SHOUNCA69T2XL;CAB;Verde Pino;2XL;Sambil Valencia;1
2026;AGOSTO;SHORT PLAYA;[SHOUNCA69TS] SHORT PLAYA CAB (Verde Pino, S);SHOUNCA69TS;CAB;Verde Pino;S;Sambil Valencia;1
