Año;Mes;Producto;Variante del producto;SKU;GENERO;COLOR;TALLA;tienda / ubicación;Cant. ordenada
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA01TM] CUADRO JACKET 2.0 DAMA (M, AGUAMARINA);JAPDA01TM;DAMA;Aguamarina;M;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA35TS] CUADRO JACKET 2.0 DAMA (S, MAGENTA);JAPDA35TS;DAMA;Magenta;S;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA16TS] CUADRO JACKET 2.0 DAMA (S, BLANCO);JAPDA16TS;DAMA;Blanco;S;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA16TM] CUADRO JACKET 2.0 DAMA (M, BLANCO);JAPDA16TM;DAMA;Blanco;M;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA43TS] CUADRO JACKET 2.0 DAMA (S, NEGRO);JAPDA43TS;DAMA;Negro;S;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 KIDS;[JAPKI43T6] CUADRO JACKET 2.0 KIDS (6, NEGRO);JAPKI43T6;KIDS;Negro;6;CERRO VERDE;-1
2026;ENERO;CUADRO JACKET 2.0 KIDS;[JAPKI43T12] CUADRO JACKET 2.0 KIDS (12, NEGRO);JAPKI43T12;KIDS;Negro;12;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA43TXS] CUADRO JACKET 2.0 DAMA (XS, NEGRO);JAPDA43TXS;DAMA;Negro;XS;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 KIDS;[JAPKI43T10] CUADRO JACKET 2.0 KIDS (10, NEGRO);JAPKI43T10;KIDS;Negro;10;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA16TM] CUADRO JACKET 2.0 DAMA (M, BLANCO);JAPDA16TM;DAMA;Blanco;M;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA16TL] CUADRO JACKET 2.0 CAB (L, BLANCO);JAPCA16TL;CAB;Blanco;L;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 KIDS;[JAPKI01T4] CUADRO JACKET 2.0 KIDS (4, AGUAMARINA);JAPKI01T4;KIDS;Aguamarina;4;GRIETA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA16TXL] CUADRO JACKET 2.0 CAB (XL, BLANCO);JAPCA16TXL;CAB;Blanco;XL;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA35TS] CUADRO JACKET 2.0 DAMA (S, MAGENTA);JAPDA35TS;DAMA;Magenta;S;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA43TXS] CUADRO JACKET 2.0 DAMA (XS, NEGRO);JAPDA43TXS;DAMA;Negro;XS;GRIETA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA16TM] CUADRO JACKET 2.0 CAB (M, BLANCO);JAPCA16TM;CAB;Blanco;M;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 KIDS;[JAPKI43T12] CUADRO JACKET 2.0 KIDS (12, NEGRO);JAPKI43T12;KIDS;Negro;12;GRIETA;1
2026;ENERO;CUADRO JACKET 2.0 KIDS;[JAPKI162T6] CUADRO JACKET 2.0 KIDS (6, AZUL POLO);JAPKI162T6;KIDS;Azul Polo;6;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA16TM] CUADRO JACKET 2.0 DAMA (M, BLANCO);JAPDA16TM;DAMA;Blanco;M;GRIETA;-1
2026;ENERO;CUADRO JACKET 2.0 KIDS;[JAPKI162T12] CUADRO JACKET 2.0 KIDS (12, AZUL POLO);JAPKI162T12;KIDS;Azul Polo;12;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA43TL] CUADRO JACKET 2.0 CAB (L, NEGRO);JAPCA43TL;CAB;Negro;L;GRIETA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA43TS] CUADRO JACKET 2.0 DAMA (S, NEGRO);JAPDA43TS;DAMA;Negro;S;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA43TS] CUADRO JACKET 2.0 CAB (S, NEGRO);JAPCA43TS;CAB;Negro;S;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA162TXS] CUADRO JACKET 2.0 DAMA (XS, AZUL POLO);JAPDA162TXS;DAMA;Azul Polo;XS;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA43TL] CUADRO JACKET 2.0 CAB (L, NEGRO);JAPCA43TL;CAB;Negro;L;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 KIDS;[JAPKI35T10] CUADRO JACKET 2.0 KIDS (10, MAGENTA);JAPKI35T10;KIDS;Magenta;10;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA35TXS] CUADRO JACKET 2.0 DAMA (XS, MAGENTA);JAPDA35TXS;DAMA;Magenta;XS;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA16TM] CUADRO JACKET 2.0 DAMA (M, BLANCO);JAPDA16TM;DAMA;Blanco;M;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA43TM] CUADRO JACKET 2.0 CAB (M, NEGRO);JAPCA43TM;CAB;Negro;M;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA162TM] CUADRO JACKET 2.0 DAMA (M, AZUL POLO);JAPDA162TM;DAMA;Azul Polo;M;GRIETA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA43TXS] CUADRO JACKET 2.0 DAMA (XS, NEGRO);JAPDA43TXS;DAMA;Negro;XS;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA43TXS] CUADRO JACKET 2.0 DAMA (XS, NEGRO);JAPDA43TXS;DAMA;Negro;XS;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA162TM] CUADRO JACKET 2.0 CAB (M, AZUL POLO);JAPCA162TM;CAB;Azul Polo;M;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA16TS] CUADRO JACKET 2.0 DAMA (S, BLANCO);JAPDA16TS;DAMA;Blanco;S;GRIETA;-1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA16TM] CUADRO JACKET 2.0 DAMA (M, BLANCO);JAPDA16TM;DAMA;Blanco;M;GRIETA;1
2026;ENERO;CUADRO JACKET 2.0 KIDS;[JAPKI43T12] CUADRO JACKET 2.0 KIDS (12, NEGRO);JAPKI43T12;KIDS;Negro;12;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA43TS] CUADRO JACKET 2.0 DAMA (S, NEGRO);JAPDA43TS;DAMA;Negro;S;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA43TS] CUADRO JACKET 2.0 CAB (S, NEGRO);JAPCA43TS;CAB;Negro;S;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA16TM] CUADRO JACKET 2.0 DAMA (M, BLANCO);JAPDA16TM;DAMA;Blanco;M;WEB;1
2026;ENERO;CUADRO JACKET 2.0 KIDS;[JAPKI43T12] CUADRO JACKET 2.0 KIDS (12, NEGRO);JAPKI43T12;KIDS;Negro;12;GRIETA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA43TL] CUADRO JACKET 2.0 CAB (L, NEGRO);JAPCA43TL;CAB;Negro;L;GRIETA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA162TXL] CUADRO JACKET 2.0 CAB (XL, AZUL POLO);JAPCA162TXL;CAB;Azul Polo;XL;GRIETA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA43TL] CUADRO JACKET 2.0 CAB (L, NEGRO);JAPCA43TL;CAB;Negro;L;GRIETA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA16TL] CUADRO JACKET 2.0 DAMA (L, BLANCO);JAPDA16TL;DAMA;Blanco;L;GRIETA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA66TM] CUADRO JACKET 2.0 CAB (M, VERDE MILITAR);JAPCA66TM;CAB;Verde Militar;M;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA43T2XL] CUADRO JACKET 2.0 CAB (2XL, NEGRO);JAPCA43T2XL;CAB;Negro;2XL;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA66TL] CUADRO JACKET 2.0 CAB (L, VERDE MILITAR);JAPCA66TL;CAB;Verde Militar;L;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 KIDS;[JAPKI01T2] CUADRO JACKET 2.0 KIDS (2, AGUAMARINA);JAPKI01T2;KIDS;Aguamarina;2;GRIETA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA162TXS] CUADRO JACKET 2.0 DAMA (XS, AZUL POLO);JAPDA162TXS;DAMA;Azul Polo;XS;GRIETA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA16TS] CUADRO JACKET 2.0 DAMA (S, BLANCO);JAPDA16TS;DAMA;Blanco;S;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA16TXL] CUADRO JACKET 2.0 CAB (XL, BLANCO);JAPCA16TXL;CAB;Blanco;XL;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA162TS] CUADRO JACKET 2.0 DAMA (S, AZUL POLO);JAPDA162TS;DAMA;Azul Polo;S;SAMBIL CHACAO;-1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA43TL] CUADRO JACKET 2.0 CAB (L, NEGRO);JAPCA43TL;CAB;Negro;L;SAMBIL CHACAO;-1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA162TS] CUADRO JACKET 2.0 DAMA (S, AZUL POLO);JAPDA162TS;DAMA;Azul Polo;S;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA162TXS] CUADRO JACKET 2.0 DAMA (XS, AZUL POLO);JAPDA162TXS;DAMA;Azul Polo;XS;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA16TS] CUADRO JACKET 2.0 CAB (S, BLANCO);JAPCA16TS;CAB;Blanco;S;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA162TM] CUADRO JACKET 2.0 CAB (M, AZUL POLO);JAPCA162TM;CAB;Azul Polo;M;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA43TM] CUADRO JACKET 2.0 CAB (M, NEGRO);JAPCA43TM;CAB;Negro;M;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA162TM] CUADRO JACKET 2.0 CAB (M, AZUL POLO);JAPCA162TM;CAB;Azul Polo;M;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA43TS] CUADRO JACKET 2.0 DAMA (S, NEGRO);JAPDA43TS;DAMA;Negro;S;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 KIDS;[JAPKI01T12] CUADRO JACKET 2.0 KIDS (12, AGUAMARINA);JAPKI01T12;KIDS;Aguamarina;12;GRIETA;-1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA16TXS] CUADRO JACKET 2.0 DAMA (XS, BLANCO);JAPDA16TXS;DAMA;Blanco;XS;GRIETA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA16TXS] CUADRO JACKET 2.0 DAMA (XS, BLANCO);JAPDA16TXS;DAMA;Blanco;XS;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA66TM] CUADRO JACKET 2.0 CAB (M, VERDE MILITAR);JAPCA66TM;CAB;Verde Militar;M;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA16TL] CUADRO JACKET 2.0 CAB (L, BLANCO);JAPCA16TL;CAB;Blanco;L;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA43TM] CUADRO JACKET 2.0 DAMA (M, NEGRO);JAPDA43TM;DAMA;Negro;M;GRIETA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA35TS] CUADRO JACKET 2.0 DAMA (S, MAGENTA);JAPDA35TS;DAMA;Magenta;S;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA43TM] CUADRO JACKET 2.0 CAB (M, NEGRO);JAPCA43TM;CAB;Negro;M;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA43TM] CUADRO JACKET 2.0 CAB (M, NEGRO);JAPCA43TM;CAB;Negro;M;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA35TS] CUADRO JACKET 2.0 DAMA (S, MAGENTA);JAPDA35TS;DAMA;Magenta;S;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA162TS] CUADRO JACKET 2.0 DAMA (S, AZUL POLO);JAPDA162TS;DAMA;Azul Polo;S;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 KIDS;[JAPKI35T10] CUADRO JACKET 2.0 KIDS (10, MAGENTA);JAPKI35T10;KIDS;Magenta;10;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA35TM] CUADRO JACKET 2.0 DAMA (M, MAGENTA);JAPDA35TM;DAMA;Magenta;M;GRIETA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA16TL] CUADRO JACKET 2.0 DAMA (L, BLANCO);JAPDA16TL;DAMA;Blanco;L;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA43TS] CUADRO JACKET 2.0 DAMA (S, NEGRO);JAPDA43TS;DAMA;Negro;S;GRAND PLAZ;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA66TS] CUADRO JACKET 2.0 DAMA (S, VERDE MILITAR);JAPDA66TS;DAMA;Verde Militar;S;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA66TM] CUADRO JACKET 2.0 CAB (M, VERDE MILITAR);JAPCA66TM;CAB;Verde Militar;M;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA35TS] CUADRO JACKET 2.0 DAMA (S, MAGENTA);JAPDA35TS;DAMA;Magenta;S;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA162TM] CUADRO JACKET 2.0 CAB (M, AZUL POLO);JAPCA162TM;CAB;Azul Polo;M;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA66TM] CUADRO JACKET 2.0 CAB (M, VERDE MILITAR);JAPCA66TM;CAB;Verde Militar;M;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 KIDS;[JAPKI162T4] CUADRO JACKET 2.0 KIDS (4, AZUL POLO);JAPKI162T4;KIDS;Azul Polo;4;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA35TM] CUADRO JACKET 2.0 DAMA (M, MAGENTA);JAPDA35TM;DAMA;Magenta;M;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA43TS] CUADRO JACKET 2.0 DAMA (S, NEGRO);JAPDA43TS;DAMA;Negro;S;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA162TXS] CUADRO JACKET 2.0 DAMA (XS, AZUL POLO);JAPDA162TXS;DAMA;Azul Polo;XS;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA35TXL] CUADRO JACKET 2.0 DAMA (XL, MAGENTA);JAPDA35TXL;DAMA;Magenta;XL;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA16TL] CUADRO JACKET 2.0 CAB (L, BLANCO);JAPCA16TL;CAB;Blanco;L;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA43TXL] CUADRO JACKET 2.0 CAB (XL, NEGRO);JAPCA43TXL;CAB;Negro;XL;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA43TL] CUADRO JACKET 2.0 CAB (L, NEGRO);JAPCA43TL;CAB;Negro;L;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA162TM] CUADRO JACKET 2.0 CAB (M, AZUL POLO);JAPCA162TM;CAB;Azul Polo;M;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 KIDS;[JAPKI01T10] CUADRO JACKET 2.0 KIDS (10, AGUAMARINA);JAPKI01T10;KIDS;Aguamarina;10;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA43T2XL] CUADRO JACKET 2.0 CAB (2XL, NEGRO);JAPCA43T2XL;CAB;Negro;2XL;GRIETA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA43TXL] CUADRO JACKET 2.0 CAB (XL, NEGRO);JAPCA43TXL;CAB;Negro;XL;GRIETA;1
2026;ENERO;CUADRO JACKET 2.0 KIDS;[JAPKI35T6] CUADRO JACKET 2.0 KIDS (6, MAGENTA);JAPKI35T6;KIDS;Magenta;6;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA01TXS] CUADRO JACKET 2.0 DAMA (XS, AGUAMARINA);JAPDA01TXS;DAMA;Aguamarina;XS;SAMBIL CHACAO;1
2026;ENERO;CUADRO JACKET 2.0 KIDS;[JAPKI43T12] CUADRO JACKET 2.0 KIDS (12, NEGRO);JAPKI43T12;KIDS;Negro;12;GRIETA;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA16TXS] CUADRO JACKET 2.0 DAMA (XS, BLANCO);JAPDA16TXS;DAMA;Blanco;XS;CERRO VERDE;-1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA16TS] CUADRO JACKET 2.0 CAB (S, BLANCO);JAPCA16TS;CAB;Blanco;S;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 KIDS;[JAPKI01T4] CUADRO JACKET 2.0 KIDS (4, AGUAMARINA);JAPKI01T4;KIDS;Aguamarina;4;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 KIDS;[JAPKI162T4] CUADRO JACKET 2.0 KIDS (4, AZUL POLO);JAPKI162T4;KIDS;Azul Polo;4;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 KIDS;[JAPKI43T4] CUADRO JACKET 2.0 KIDS (4, NEGRO);JAPKI43T4;KIDS;Negro;4;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA01TS] CUADRO JACKET 2.0 DAMA (S, AGUAMARINA);JAPDA01TS;DAMA;Aguamarina;S;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA16TS] CUADRO JACKET 2.0 DAMA (S, BLANCO);JAPDA16TS;DAMA;Blanco;S;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 DAMA;[JAPDA43TS] CUADRO JACKET 2.0 DAMA (S, NEGRO);JAPDA43TS;DAMA;Negro;S;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA01TM] CUADRO JACKET 2.0 CAB (M, AGUAMARINA);JAPCA01TM;CAB;Aguamarina;M;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA16TM] CUADRO JACKET 2.0 CAB (M, BLANCO);JAPCA16TM;CAB;Blanco;M;CERRO VERDE;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA162TM] CUADRO JACKET 2.0 CAB (M, AZUL POLO);JAPCA162TM;CAB;Azul Polo;M;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA43TL] CUADRO JACKET 2.0 CAB (L, NEGRO);JAPCA43TL;CAB;Negro;L;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA43TXL] CUADRO JACKET 2.0 CAB (XL, NEGRO);JAPCA43TXL;CAB;Negro;XL;SAMBIL VALENCIA;1
2026;ENERO;CUADRO JACKET 2.0 CAB;[JAPCA43T2XL] CUADRO JACKET 2.0 CAB (2XL, NEGRO);JAPCA43T2XL;CAB;Negro;2XL;SAMBIL VALENCIA;1
